component_id,driver_count,customer_count,pair_count,high_risk_pair_count,average_pair_score,maximum_pair_score,rare_shared_entity_count,weighted_internal_edge_sum,component_density,network_risk_score,high_risk_pair_ratio,component_risk_tier
ride_component_1357,1,1,1,0,9.4,9.4,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1360,1,1,1,0,9.27,9.27,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1366,1,1,1,0,8.89,8.89,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1367,1,1,1,0,9.39,9.39,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1371,1,1,1,0,9.06,9.06,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1374,1,1,1,0,7.39,7.39,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1376,1,1,1,0,19.51,19.51,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1382,1,1,1,0,9.38,9.38,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1383,1,1,1,0,7.39,7.39,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1385,1,1,1,0,16.84,16.84,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1387,1,1,1,0,7.81,7.81,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1389,1,1,1,0,17.83,17.83,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1391,1,1,1,0,8.14,8.14,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1394,1,1,1,0,7.76,7.76,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1397,1,1,1,0,19.23,19.23,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1401,1,1,1,0,17.43,17.43,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1402,1,1,1,0,8.28,8.28,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1403,1,1,1,0,18.86,18.86,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1404,1,1,1,0,17.33,17.33,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1406,1,1,1,0,8.05,8.05,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1408,1,1,1,0,7.38,7.38,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1412,1,1,1,0,8.52,8.52,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1414,1,1,1,0,7.8,7.8,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1415,1,1,1,0,18.62,18.62,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1416,1,1,1,0,9.4,9.4,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1418,1,1,1,0,17.2,17.2,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1420,1,1,1,0,19.07,19.07,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1421,1,1,1,0,8.49,8.49,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1423,1,1,1,0,41.57,41.57,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1424,1,1,1,0,8.12,8.12,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1428,1,1,1,0,19.32,19.32,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1431,1,1,1,0,16.82,16.82,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1432,1,1,1,0,9.87,9.87,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1433,1,1,1,0,17.32,17.32,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1434,1,1,1,0,16.82,16.82,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1437,1,1,1,0,19.21,19.21,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1443,1,1,1,0,7.36,7.36,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1444,1,1,1,0,17.81,17.81,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1445,1,1,1,0,10.08,10.08,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1446,1,1,1,0,28.81,28.81,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1449,1,1,1,0,18.31,18.31,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1452,1,1,1,0,8.35,8.35,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1454,1,1,1,0,7.36,7.36,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1456,1,1,1,0,18.88,18.88,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1458,1,1,1,0,19.13,19.13,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1459,1,1,1,0,16.8,16.8,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1460,1,1,1,0,7.68,7.68,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1461,1,1,1,0,9.66,9.66,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1463,1,1,1,0,19.05,19.05,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1464,1,1,1,0,7.85,7.85,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1468,1,1,1,0,7.35,7.35,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1469,1,1,1,0,41.18,41.18,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1470,1,1,1,0,18.52,18.52,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1471,1,1,1,0,9.35,9.35,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1473,1,1,1,0,7.35,7.35,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1474,1,1,1,0,7.35,7.35,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1475,1,1,1,0,9.37,9.37,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1476,1,1,1,0,7.34,7.34,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1477,1,1,1,0,9.34,9.34,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1482,1,1,1,0,8.66,8.66,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1483,1,1,1,0,7.34,7.34,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1485,1,1,1,0,8.84,8.84,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1487,1,1,1,0,8.34,8.34,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1488,1,1,1,0,9.05,9.05,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1489,1,1,1,0,8.84,8.84,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1491,1,1,1,0,16.79,16.79,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1492,1,1,1,0,7.71,7.71,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1494,1,1,1,0,10.85,10.85,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1497,1,1,1,0,7.32,7.32,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1499,1,1,1,0,7.88,7.88,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1502,1,1,1,0,9.72,9.72,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1503,1,1,1,0,8.6,8.6,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1504,1,1,1,0,28.01,28.01,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1507,1,1,1,0,16.81,16.81,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1508,1,1,1,0,7.3,7.3,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1509,1,1,1,0,28.0,28.0,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1510,1,1,1,0,7.3,7.3,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1511,1,1,1,0,7.3,7.3,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1516,1,1,1,0,7.28,7.28,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1518,1,1,1,0,9.52,9.52,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1520,1,1,1,0,8.56,8.56,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1521,1,1,1,0,7.28,7.28,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_1524,1,1,1,0,8.77,8.77,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_30,1,1,1,0,35.56,35.56,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_350,1,1,1,0,18.06,18.06,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_414,1,1,1,0,24.16,24.16,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_423,1,1,1,0,15.47,15.47,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_460,1,1,1,0,21.86,21.86,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_479,1,1,1,0,21.46,21.46,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_492,1,1,1,0,20.92,20.92,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_563,1,1,1,0,19.61,19.61,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_582,1,1,1,0,19.49,19.49,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_586,1,1,1,0,11.68,11.68,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_603,1,1,1,0,19.7,19.7,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_607,1,1,1,0,20.3,20.3,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_653,1,1,1,0,10.85,10.85,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_663,1,1,1,0,18.4,18.4,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_671,1,1,1,0,18.66,18.66,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_681,1,1,1,0,21.3,21.3,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_692,1,1,1,0,17.66,17.66,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_717,1,1,1,0,17.85,17.85,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_739,1,1,1,0,17.61,17.61,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_741,1,1,1,0,10.18,10.18,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_747,1,1,1,0,18.23,18.23,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_760,1,1,1,0,24.88,24.88,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_776,1,1,1,0,19.31,19.31,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_785,1,1,1,0,18.76,18.76,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_789,1,1,1,0,19.88,19.88,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_798,1,1,1,0,17.74,17.74,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_807,1,1,1,0,18.48,18.48,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_815,1,1,1,0,17.24,17.24,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_820,1,1,1,0,17.0,17.0,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_822,1,1,1,0,19.44,19.44,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_832,1,1,1,0,24.2,24.2,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_839,1,1,1,0,33.17,33.17,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_844,1,1,1,0,25.48,25.48,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_846,1,1,1,0,17.35,17.35,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_849,1,1,1,0,22.62,22.62,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_854,1,1,1,0,10.44,10.44,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_865,1,1,1,0,8.39,8.39,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_866,1,1,1,0,9.52,9.52,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_871,1,1,1,0,20.49,20.49,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_876,1,1,1,0,22.12,22.12,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_888,1,1,1,0,22.36,22.36,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_897,1,1,1,0,16.67,16.67,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_898,1,1,1,0,19.82,19.82,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_900,1,1,1,0,7.54,7.54,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_902,1,1,1,0,17.65,17.65,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_903,1,1,1,0,6.98,6.98,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_911,1,1,1,0,18.99,18.99,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_915,1,1,1,0,16.57,16.57,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_924,1,1,1,0,31.87,31.87,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_930,1,1,1,0,18.12,18.12,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_934,1,1,1,0,9.29,9.29,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_945,1,1,1,0,16.23,16.23,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_955,1,1,1,0,16.72,16.72,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_956,1,1,1,0,19.27,19.27,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_959,1,1,1,0,41.39,41.39,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_960,1,1,1,0,18.25,18.25,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_964,1,1,1,0,8.94,8.94,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_968,1,1,1,0,18.04,18.04,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_975,1,1,1,0,17.83,17.83,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_976,1,1,1,0,7.64,7.64,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_980,1,1,1,0,19.06,19.06,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_987,1,1,1,0,8.56,8.56,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_990,1,1,1,0,7.21,7.21,0,0,0.0,0.0,0.0,LOW_PRIORITY
ride_component_999,1,1,1,0,30.62,30.62,0,0,0.0,0.0,0.0,LOW_PRIORITY
